Capacitance,Inductance,Resonance Frequency
1.03E-15,1.41442E-09,1.3186E+11
1.06E-15,1.46561E-09,1.2769E+11
1.11E-15,1.76935E-09,1.13567E+11
1.02E-15,1.78816E-09,1.17847E+11
6.91E-16,1.887E-09,1.39378E+11
1.12E-15,1.39931E-09,1.27132E+11
1.25E-15,1.59282E-09,1.12793E+11
1.05E-15,1.78575E-09,1.16229E+11
9.99E-16,1.72209E-09,1.21341E+11
1.18E-15,1.76223E-09,1.10369E+11
9.52E-16,1.71233E-09,1.24654E+11
1.06E-15,1.72435E-09,1.17721E+11
1.22E-15,1.7937E-09,1.07588E+11
1.16E-15,1.5244E-09,1.19685E+11
1.31E-15,1.38377E-09,1.18209E+11
5.01E-16,1.81647E-09,1.66835E+11
8.30E-16,1.5582E-09,1.39949E+11
9.79E-16,2.07142E-09,1.11762E+11
4.54E-16,1.98135E-09,1.67808E+11
1.28E-15,1.6474E-09,1.09601E+11
1.96E-15,1.44439E-09,94590895755
1.18E-15,1.93211E-09,1.05405E+11
1.17E-15,1.70044E-09,1.12836E+11
7.73E-16,1.3916E-09,1.53452E+11
6.26E-16,1.60578E-09,1.58741E+11
8.67E-16,1.77758E-09,1.28202E+11
8.48E-16,1.63355E-09,1.35225E+11
1.10E-15,1.44485E-09,1.26244E+11
1.05E-15,1.48814E-09,1.27322E+11
4.59E-16,1.92709E-09,1.69224E+11
1.10E-15,1.40733E-09,1.27916E+11
9.22E-16,1.78294E-09,1.24133E+11
9.07E-16,1.42567E-09,1.39961E+11
1.76E-15,1.39453E-09,1.0159E+11
1.13E-15,1.89893E-09,1.08649E+11
9.85E-16,1.54466E-09,1.29029E+11
6.88E-16,1.77256E-09,1.4412E+11
9.03E-16,1.37818E-09,1.42667E+11
1.43E-15,1.63883E-09,1.03965E+11
9.20E-16,1.46287E-09,1.3719E+11
1.25E-15,1.92722E-09,1.02542E+11
1.22E-15,1.44613E-09,1.19822E+11
1.50E-15,1.54884E-09,1.04417E+11
9.66E-16,1.47321E-09,1.33413E+11
1.48E-15,1.36696E-09,1.11895E+11
6.68E-16,1.44155E-09,1.62187E+11
1.01E-15,1.38773E-09,1.34433E+11
1.23E-15,1.78801E-09,1.0732E+11
1.28E-15,1.61945E-09,1.10543E+11
9.15E-16,1.57338E-09,1.32646E+11
1.03E-15,1.60151E-09,1.23919E+11
8.79E-16,1.37055E-09,1.45003E+11
1.35E-15,1.41211E-09,1.15271E+11
8.41E-16,1.58595E-09,1.37809E+11
1.30E-15,1.44622E-09,1.16073E+11
1.28E-15,1.4226E-09,1.17943E+11
1.05E-15,1.55697E-09,1.24476E+11
1.22E-15,1.74812E-09,1.08982E+11
9.24E-16,1.44841E-09,1.37575E+11
7.37E-16,1.94132E-09,1.33057E+11
1.23E-15,1.41654E-09,1.20574E+11
7.34E-16,1.47269E-09,1.5308E+11
1.51E-15,1.72574E-09,98592615661
1.27E-15,1.91895E-09,1.0195E+11
9.40E-16,1.75776E-09,1.23816E+11
1.54E-15,1.89129E-09,93256934848
9.31E-16,1.63167E-09,1.29131E+11
1.04E-15,1.67075E-09,1.20739E+11
9.89E-16,1.45921E-09,1.32484E+11
9.38E-16,1.69824E-09,1.26101E+11
9.10E-16,2.15089E-09,1.1376E+11
8.76E-16,1.55197E-09,1.36498E+11
4.80E-16,1.70765E-09,1.75792E+11
9.69E-16,1.86599E-09,1.1836E+11
1.27E-15,2.10167E-09,97417232233
8.31E-16,1.92987E-09,1.25677E+11
1.04E-15,1.94726E-09,1.11838E+11
1.15E-15,1.82503E-09,1.09859E+11
1.01E-15,1.44527E-09,1.3173E+11
1.16E-15,1.44603E-09,1.22886E+11
6.95E-16,1.61171E-09,1.50378E+11
7.59E-16,2.00798E-09,1.2892E+11
9.10E-16,1.4228E-09,1.39871E+11
1.22E-15,1.38956E-09,1.22237E+11
8.34E-16,1.59826E-09,1.37852E+11
1.12E-15,2.0568E-09,1.04861E+11
8.47E-16,1.42227E-09,1.45006E+11
6.21E-16,1.5584E-09,1.61784E+11
7.88E-16,1.72235E-09,1.36614E+11
8.54E-16,1.69138E-09,1.32425E+11
1.11E-15,1.46737E-09,1.24706E+11
1.41E-15,1.43144E-09,1.12027E+11
1.22E-15,1.70291E-09,1.10419E+11
1.10E-15,1.7914E-09,1.13378E+11
1.48E-15,1.49919E-09,1.06847E+11
1.17E-15,1.57481E-09,1.1725E+11
5.17E-16,1.53346E-09,1.78747E+11
1.14E-15,1.40624E-09,1.25701E+11
1.02E-15,1.39953E-09,1.33208E+11
1.13E-15,1.47951E-09,1.2309E+11
1.16E-15,1.59272E-09,1.1709E+11
4.90E-16,1.84891E-09,1.67211E+11
6.93E-16,1.40321E-09,1.61396E+11
6.14E-16,1.53956E-09,1.63696E+11
1.48E-15,1.63643E-09,1.02268E+11
1.29E-15,1.7345E-09,1.06399E+11
6.62E-16,1.98253E-09,1.38925E+11
9.92E-16,1.79419E-09,1.19297E+11
1.41E-15,1.97299E-09,95421845737
1.42E-15,1.63736E-09,1.04377E+11
7.07E-16,1.45903E-09,1.56703E+11
7.52E-16,1.63094E-09,1.43712E+11
8.15E-16,1.87965E-09,1.28589E+11
7.38E-16,1.45636E-09,1.53518E+11
9.46E-16,1.40636E-09,1.37983E+11
1.09E-15,1.40895E-09,1.28428E+11
1.38E-15,1.60718E-09,1.06868E+11
5.90E-16,1.68311E-09,1.59712E+11
7.61E-16,2.08048E-09,1.26487E+11
5.84E-16,2.03205E-09,1.46099E+11
1.12E-15,2.12115E-09,1.03258E+11
9.93E-16,1.71437E-09,1.21981E+11
1.24E-15,1.65124E-09,1.11225E+11
7.65E-16,1.78967E-09,1.3602E+11
1.33E-15,1.47217E-09,1.13741E+11
8.83E-16,1.55456E-09,1.35843E+11
8.10E-16,1.8622E-09,1.29588E+11
1.42E-15,1.53655E-09,1.07746E+11
6.52E-16,2.04153E-09,1.37949E+11
8.45E-16,1.47096E-09,1.42755E+11
1.24E-15,1.54737E-09,1.14898E+11
9.50E-16,1.44727E-09,1.35732E+11
7.42E-16,1.59831E-09,1.46146E+11
7.62E-16,1.73187E-09,1.38543E+11
1.25E-15,1.75906E-09,1.07331E+11
5.35E-16,1.58914E-09,1.72609E+11
6.24E-16,1.92675E-09,1.45149E+11
1.16E-15,1.49007E-09,1.21056E+11
7.47E-16,1.41532E-09,1.54786E+11
1.22E-15,1.49065E-09,1.18019E+11
8.91E-16,2.13249E-09,1.15462E+11
1.33E-15,1.51952E-09,1.11954E+11
9.51E-16,1.82494E-09,1.20811E+11
8.62E-16,1.68297E-09,1.32138E+11
6.09E-16,1.47237E-09,1.68075E+11
9.44E-16,2.09286E-09,1.13231E+11
6.12E-16,1.72935E-09,1.54704E+11
1.18E-15,1.6431E-09,1.143E+11
1.02E-15,1.78567E-09,1.17929E+11
1.16E-15,1.85596E-09,1.08469E+11
9.92E-16,1.63185E-09,1.25091E+11
1.16E-15,2.24083E-09,98715736946
6.56E-16,2.02536E-09,1.38076E+11
5.79E-16,1.83583E-09,1.54371E+11
6.60E-16,1.77312E-09,1.47122E+11
1.07E-15,1.76578E-09,1.15787E+11
8.36E-16,2.08042E-09,1.20682E+11
8.86E-16,1.47324E-09,1.39305E+11
1.05E-15,2.11904E-09,1.06698E+11
7.92E-16,2.03834E-09,1.25262E+11
8.24E-16,1.49417E-09,1.43435E+11
1.21E-15,1.6503E-09,1.12628E+11
8.79E-16,1.60003E-09,1.34203E+11
1.08E-15,1.6894E-09,1.17826E+11
1.14E-15,1.75812E-09,1.1242E+11
6.03E-16,2.20177E-09,1.38126E+11
8.96E-16,1.78714E-09,1.25773E+11
1.58E-15,1.44197E-09,1.05442E+11
1.08E-15,1.47373E-09,1.26154E+11
1.20E-15,1.88358E-09,1.05861E+11
8.23E-16,1.46189E-09,1.45099E+11
6.00E-16,1.55555E-09,1.64742E+11
8.99E-16,1.53603E-09,1.35438E+11
1.30E-15,1.82498E-09,1.03328E+11
8.29E-16,1.63852E-09,1.36558E+11
1.01E-15,1.64311E-09,1.23545E+11
8.39E-16,1.93254E-09,1.2499E+11
3.50E-16,1.45603E-09,2.22947E+11
1.16E-15,1.46141E-09,1.22238E+11
1.41E-15,1.50642E-09,1.09204E+11
1.10E-15,1.81981E-09,1.12489E+11
9.50E-16,1.66404E-09,1.26583E+11
6.86E-16,1.62107E-09,1.50923E+11
6.66E-16,1.66482E-09,1.51147E+11
1.69E-15,1.92582E-09,88220308621
1.16E-15,1.48802E-09,1.2114E+11
7.86E-16,1.5966E-09,1.42073E+11
1.15E-15,1.88082E-09,1.08217E+11
8.98E-16,1.70494E-09,1.28625E+11
1.97E-15,1.61987E-09,89093643038
1.49E-15,1.79331E-09,97364082767
1.20E-15,1.61127E-09,1.14458E+11
1.23E-15,1.88681E-09,1.04473E+11
1.03E-15,1.78865E-09,1.17257E+11
1.29E-15,2.01317E-09,98760843600
9.59E-16,1.57412E-09,1.29536E+11
1.15E-15,1.84742E-09,1.09191E+11
9.76E-16,1.90095E-09,1.16845E+11
5.97E-16,1.60438E-09,1.62622E+11
9.87E-16,1.51188E-09,1.30287E+11
1.19E-15,2.17625E-09,98899080298
8.70E-16,1.82364E-09,1.26355E+11
9.66E-16,1.59466E-09,1.28232E+11
8.85E-16,1.67328E-09,1.30787E+11
1.28E-15,1.7844E-09,1.0531E+11
1.18E-15,1.6265E-09,1.14882E+11
9.37E-16,2.2902E-09,1.08646E+11
1.02E-15,1.76374E-09,1.1866E+11
1.49E-15,2.20867E-09,87732655384
7.87E-16,1.52312E-09,1.45367E+11
9.21E-16,1.54946E-09,1.33229E+11
1.00E-15,2.18969E-09,1.07555E+11
8.17E-16,2.21551E-09,1.18297E+11
1.02E-15,1.8575E-09,1.15626E+11
6.95E-16,1.5382E-09,1.53929E+11
9.63E-16,1.47626E-09,1.33483E+11
1.28E-15,2.25587E-09,93660920130
1.37E-15,1.70625E-09,1.04097E+11
1.05E-15,1.58208E-09,1.23484E+11
1.01E-15,1.94527E-09,1.13545E+11
1.39E-15,1.71472E-09,1.0309E+11
8.92E-16,1.83067E-09,1.24547E+11
7.70E-16,1.50166E-09,1.48009E+11
1.37E-15,1.65405E-09,1.05727E+11
1.46E-15,1.50775E-09,1.0727E+11
1.29E-15,1.49204E-09,1.14719E+11
8.97E-16,1.48837E-09,1.37743E+11
1.19E-15,2.20529E-09,98245810150
1.19E-15,1.71673E-09,1.11351E+11
1.43E-15,1.48915E-09,1.09064E+11
1.24E-15,1.88495E-09,1.04102E+11
1.70E-15,1.97541E-09,86849391013
1.10E-15,2.12702E-09,1.04049E+11
1.08E-15,1.559E-09,1.22655E+11
1.08E-15,2.30767E-09,1.00814E+11
8.35E-16,1.59656E-09,1.37843E+11
7.74E-16,1.59421E-09,1.43277E+11
8.35E-16,1.71457E-09,1.33015E+11
6.58E-16,1.95941E-09,1.40167E+11
7.53E-16,2.05602E-09,1.27911E+11
9.86E-16,2.17371E-09,1.08713E+11
1.12E-15,2.21079E-09,1.01143E+11
8.32E-16,1.49477E-09,1.42716E+11
8.88E-16,1.77612E-09,1.26729E+11
8.51E-16,1.57025E-09,1.3768E+11
8.21E-16,1.84417E-09,1.29345E+11
7.43E-16,1.68518E-09,1.42234E+11
6.97E-16,1.87693E-09,1.39149E+11
1.56E-15,2.24543E-09,85037005967
1.51E-15,1.65484E-09,1.00683E+11
5.46E-16,1.93291E-09,1.54924E+11
7.71E-16,1.54676E-09,1.45741E+11
1.15E-15,1.73527E-09,1.12665E+11
7.38E-16,1.72134E-09,1.41208E+11
7.60E-16,1.75416E-09,1.37841E+11
9.36E-16,2.33373E-09,1.07685E+11
6.70E-16,1.57754E-09,1.54807E+11
7.53E-16,1.75262E-09,1.38541E+11
1.16E-15,2.32482E-09,96916299596
1.19E-15,2.34692E-09,95235286430
5.87E-16,1.82534E-09,1.53755E+11
1.03E-15,1.58221E-09,1.24672E+11
1.43E-15,1.5651E-09,1.06385E+11
1.59E-15,1.64776E-09,98327354471
6.85E-16,1.83048E-09,1.42132E+11
1.87E-15,1.62524E-09,91293541654
1.12E-15,2.09764E-09,1.03835E+11
1.18E-15,2.18251E-09,99174622966
8.70E-16,1.81226E-09,1.26751E+11
1.04E-15,1.58865E-09,1.2382E+11
9.59E-16,1.74723E-09,1.22952E+11
1.09E-15,2.37097E-09,99001969744
9.12E-16,1.58612E-09,1.32329E+11
1.23E-15,1.69158E-09,1.10337E+11
7.24E-16,1.55425E-09,1.50034E+11
7.67E-16,2.08041E-09,1.25993E+11
7.91E-16,1.57989E-09,1.4237E+11
7.82E-16,2.0678E-09,1.25159E+11
1.09E-15,1.74584E-09,1.15373E+11
1.03E-15,1.5298E-09,1.2679E+11
9.41E-16,1.76647E-09,1.23445E+11
1.01E-15,1.67868E-09,1.22229E+11
1.07E-15,1.78843E-09,1.15052E+11
1.31E-15,1.56274E-09,1.11235E+11
8.08E-16,2.37909E-09,1.14791E+11
1.02E-15,2.04429E-09,1.10217E+11
1.04E-15,2.02947E-09,1.0955E+11
8.20E-16,2.26794E-09,1.16707E+11
1.17E-15,2.06298E-09,1.02442E+11
9.95E-16,1.54314E-09,1.28442E+11
1.22E-15,1.75266E-09,1.08841E+11
8.47E-16,1.58881E-09,1.37196E+11
1.10E-15,1.88231E-09,1.10606E+11
2.60E-16,2.15942E-09,2.12405E+11
8.82E-16,1.7248E-09,1.29038E+11
7.33E-16,1.7472E-09,1.40636E+11
1.85E-15,1.55053E-09,93970957808
8.29E-16,1.61551E-09,1.37527E+11
8.13E-16,1.61728E-09,1.38798E+11
1.28E-15,1.89257E-09,1.02256E+11
1.41E-15,1.65255E-09,1.04264E+11
7.11E-16,1.76847E-09,1.41934E+11
9.29E-16,1.92977E-09,1.18866E+11
9.86E-16,1.80123E-09,1.19426E+11
1.29E-15,1.82124E-09,1.03834E+11
1.04E-15,1.79522E-09,1.16478E+11
1.44E-15,1.7862E-09,99236916357
8.75E-16,2.24489E-09,1.13558E+11
7.76E-16,1.65852E-09,1.40291E+11
1.08E-15,1.66585E-09,1.18656E+11
1.27E-15,1.56807E-09,1.12781E+11
1.20E-15,1.9026E-09,1.05331E+11
1.12E-15,2.12073E-09,1.03269E+11
1.06E-15,1.76216E-09,1.16451E+11
7.69E-16,1.86865E-09,1.32768E+11
9.59E-16,1.97751E-09,1.15572E+11
1.01E-15,1.91784E-09,1.14354E+11
1.27E-15,1.56542E-09,1.12876E+11
6.19E-16,1.65795E-09,1.57105E+11
8.42E-16,1.80854E-09,1.28973E+11
7.32E-16,1.68987E-09,1.43099E+11
1.08E-15,1.61179E-09,1.2063E+11
7.72E-16,1.64694E-09,1.41147E+11
1.16E-15,2.2001E-09,99625312424
9.73E-16,1.59622E-09,1.27708E+11
1.03E-15,2.2816E-09,1.0382E+11
1.08E-15,1.77402E-09,1.14982E+11
8.97E-16,1.58115E-09,1.3364E+11
7.41E-16,1.85374E-09,1.35796E+11
6.38E-16,1.95347E-09,1.42563E+11
8.83E-16,1.876E-09,1.23658E+11
1.36E-15,1.73025E-09,1.03752E+11
1.10E-15,2.12092E-09,1.04199E+11
1.07E-15,1.70727E-09,1.17754E+11
1.31E-15,1.80037E-09,1.03634E+11
1.06E-15,1.79898E-09,1.15253E+11
7.94E-16,1.66397E-09,1.38464E+11
5.78E-16,1.68755E-09,1.61149E+11
7.72E-16,1.88483E-09,1.3194E+11
1.38E-15,1.60869E-09,1.06818E+11
7.98E-16,1.60811E-09,1.40495E+11
1.44E-15,2.04453E-09,92756027841
1.16E-15,1.56851E-09,1.17991E+11
1.12E-15,2.24891E-09,1.00282E+11
6.64E-16,1.9456E-09,1.40026E+11
9.00E-16,1.74889E-09,1.26858E+11
1.04E-15,2.29013E-09,1.03127E+11
8.23E-16,1.67418E-09,1.35587E+11
4.42E-16,1.69856E-09,1.83683E+11
4.69E-16,1.71011E-09,1.77714E+11
8.91E-16,1.776E-09,1.2652E+11
9.60E-16,1.92513E-09,1.17072E+11
1.30E-15,1.61503E-09,1.09839E+11
9.88E-16,2.13773E-09,1.09513E+11
1.16E-15,1.7351E-09,1.12184E+11
1.37E-15,2.16414E-09,92430844583
1.10E-15,1.73508E-09,1.15203E+11
1.22E-15,1.77386E-09,1.08188E+11
8.77E-16,1.67381E-09,1.31361E+11
8.17E-16,1.79647E-09,1.31371E+11
1.01E-15,1.80599E-09,1.17843E+11
1.11E-15,1.68124E-09,1.16505E+11
1.09E-15,2.09952E-09,1.05208E+11
6.08E-16,1.60757E-09,1.60984E+11
9.23E-16,2.20129E-09,1.11656E+11
6.85E-16,2.17872E-09,1.30279E+11
1.55E-15,2.30712E-09,84162564465
1.06E-15,1.71872E-09,1.17914E+11
1.15E-15,1.90019E-09,1.07665E+11
1.23E-15,2.09113E-09,99237870284
5.39E-16,1.77203E-09,1.62851E+11
1.03E-15,1.66206E-09,1.2164E+11
7.74E-16,2.26377E-09,1.20236E+11
9.19E-16,1.94119E-09,1.19159E+11
1.10E-15,1.81924E-09,1.12507E+11
1.33E-15,1.98785E-09,97881820233
1.29E-15,2.43185E-09,89858107830
1.32E-15,1.65535E-09,1.07669E+11
1.16E-15,1.63521E-09,1.15559E+11
4.60E-16,2.35251E-09,1.52994E+11
1.23E-15,2.11566E-09,98660719484
9.27E-16,2.09545E-09,1.14193E+11
8.65E-16,2.06637E-09,1.19044E+11
7.08E-16,1.85825E-09,1.38756E+11
7.48E-16,1.62932E-09,1.44167E+11
1.23E-15,1.60513E-09,1.13269E+11
1.15E-15,1.96411E-09,1.05898E+11
1.13E-15,1.65719E-09,1.16304E+11
1.00E-15,1.69351E-09,1.223E+11
1.48E-15,1.93989E-09,93929264581
1.49E-15,1.84493E-09,95992478288
6.28E-16,1.96326E-09,1.43335E+11
7.50E-16,1.94379E-09,1.31815E+11
1.16E-15,1.75233E-09,1.1163E+11
1.10E-15,1.71933E-09,1.1573E+11
1.09E-15,1.79776E-09,1.13695E+11
8.56E-16,1.6453E-09,1.3411E+11
1.16E-15,1.98487E-09,1.04888E+11
1.42E-15,1.59637E-09,1.05708E+11
1.76E-15,2.05718E-09,83642586634
1.37E-15,1.61576E-09,1.06972E+11
1.23E-15,1.60234E-09,1.13368E+11
8.53E-16,1.93976E-09,1.23729E+11
7.90E-16,1.63695E-09,1.39955E+11
1.33E-15,1.75231E-09,1.04253E+11
7.47E-16,1.65699E-09,1.43054E+11
1.03E-15,1.65632E-09,1.21851E+11
1.28E-15,1.97022E-09,1.00221E+11
1.41E-15,2.48679E-09,84994545426
1.16E-15,1.6779E-09,1.1408E+11
9.31E-16,2.12695E-09,1.13101E+11
8.77E-16,2.08763E-09,1.17623E+11
1.11E-15,1.63675E-09,1.18077E+11
1.07E-15,2.24724E-09,1.02637E+11
8.83E-16,2.52173E-09,1.06657E+11
8.43E-16,1.69196E-09,1.33264E+11
1.09E-15,1.74657E-09,1.15349E+11
8.27E-16,1.80445E-09,1.30285E+11
1.19E-15,1.76005E-09,1.09973E+11
9.61E-16,1.7554E-09,1.22538E+11
1.43E-15,2.31323E-09,87506895449
1.14E-15,1.6355E-09,1.16558E+11
1.08E-15,2.49137E-09,97026322830
1.10E-15,1.85706E-09,1.11355E+11
1.17E-15,1.80099E-09,1.09641E+11
1.08E-15,1.78135E-09,1.14745E+11
1.15E-15,2.18634E-09,1.00372E+11
1.10E-15,2.52007E-09,95591119138
1.13E-15,1.84689E-09,1.10169E+11
1.04E-15,1.62901E-09,1.22276E+11
1.45E-15,1.92913E-09,95160157960
7.03E-16,2.14232E-09,1.29688E+11
8.64E-16,1.98977E-09,1.21384E+11
7.36E-16,1.64438E-09,1.44671E+11
1.26E-15,2.27905E-09,93919880089
8.32E-16,2.25062E-09,1.16307E+11
5.80E-16,2.04743E-09,1.4605E+11
7.09E-16,1.77851E-09,1.41732E+11
8.99E-16,1.73387E-09,1.27477E+11
8.44E-16,1.62954E-09,1.35711E+11
1.20E-15,2.37596E-09,94256219541
8.15E-16,1.71065E-09,1.34791E+11
1.05E-15,1.99331E-09,1.10011E+11
1.09E-15,2.16381E-09,1.03633E+11
1.06E-15,1.79693E-09,1.15319E+11
1.20E-15,1.85465E-09,1.06684E+11
1.10E-15,2.12215E-09,1.04168E+11
1.58E-15,2.03065E-09,88853340074
8.63E-16,2.4018E-09,1.10547E+11
1.03E-15,1.70152E-09,1.20222E+11
7.21E-16,2.02131E-09,1.31837E+11
9.86E-16,1.97718E-09,1.13988E+11
8.44E-16,2.4086E-09,1.11626E+11
1.06E-15,2.32332E-09,1.01417E+11
1.24E-15,2.01039E-09,1.00802E+11
7.84E-16,2.51013E-09,1.13453E+11
1.01E-15,1.64338E-09,1.23535E+11
6.28E-16,1.80973E-09,1.49291E+11
8.12E-16,2.34297E-09,1.15388E+11
7.25E-16,2.23015E-09,1.25165E+11
1.36E-15,1.82103E-09,1.01133E+11
7.65E-16,1.88675E-09,1.32475E+11
9.21E-16,1.80206E-09,1.23539E+11
9.70E-16,1.98499E-09,1.14698E+11
1.52E-15,1.81591E-09,95796816738
1.21E-15,1.82562E-09,1.07084E+11
9.12E-16,2.4739E-09,1.05957E+11
6.56E-16,1.765E-09,1.4791E+11
8.46E-16,1.66148E-09,1.34242E+11
1.69E-15,2.53934E-09,76827443445
1.03E-15,1.8498E-09,1.15303E+11
1.01E-15,1.89465E-09,1.15052E+11
1.33E-15,1.85392E-09,1.01356E+11
9.20E-16,1.91956E-09,1.19764E+11
7.11E-16,2.49433E-09,1.19511E+11
7.91E-16,1.67527E-09,1.38258E+11
1.46E-15,1.7185E-09,1.00477E+11
1.03E-15,1.94421E-09,1.12468E+11
7.67E-16,1.86364E-09,1.3312E+11
8.49E-16,1.67099E-09,1.33622E+11
8.39E-16,1.943E-09,1.24653E+11
1.08E-15,1.87344E-09,1.11889E+11
6.21E-16,2.39472E-09,1.30511E+11
1.47E-15,2.24819E-09,87547782787
1.44E-15,2.0362E-09,92945504988
7.18E-16,2.01744E-09,1.32238E+11
1.02E-15,1.82904E-09,1.16522E+11
1.12E-15,2.34669E-09,98171065083
1.01E-15,2.36913E-09,1.02888E+11
7.71E-16,2.48728E-09,1.14929E+11
1.01E-15,2.40631E-09,1.0209E+11
1.04E-15,2.17231E-09,1.05887E+11
8.24E-16,1.97334E-09,1.24812E+11
1.19E-15,1.76771E-09,1.09734E+11
8.33E-16,1.71936E-09,1.32988E+11
8.81E-16,1.71409E-09,1.29513E+11
5.29E-16,1.70647E-09,1.67511E+11
8.36E-16,2.2267E-09,1.1665E+11
6.31E-16,2.24998E-09,1.33572E+11
8.28E-16,2.13137E-09,1.19805E+11
9.57E-16,2.10387E-09,1.12164E+11
1.04E-15,2.02373E-09,1.09705E+11
6.33E-16,2.07321E-09,1.3893E+11
9.01E-16,1.86479E-09,1.22784E+11
1.19E-15,1.71252E-09,1.11488E+11
1.03E-15,2.04424E-09,1.09682E+11
6.92E-16,2.26295E-09,1.27183E+11
9.26E-16,2.00263E-09,1.16873E+11
8.49E-16,2.09436E-09,1.19355E+11
1.37E-15,1.82797E-09,1.00572E+11
5.62E-16,2.22695E-09,1.42265E+11
1.61E-15,2.02631E-09,88115922230
5.09E-16,1.90638E-09,1.61568E+11
1.05E-15,2.2599E-09,1.03319E+11
9.80E-16,1.77385E-09,1.20711E+11
9.95E-16,2.32407E-09,1.04661E+11
1.16E-15,1.81801E-09,1.09596E+11
1.08E-15,2.02676E-09,1.07574E+11
8.23E-16,2.04517E-09,1.22675E+11
8.68E-16,2.1621E-09,1.16178E+11
9.74E-16,1.91058E-09,1.1667E+11
1.05E-15,1.90359E-09,1.12574E+11
1.30E-15,1.71601E-09,1.06559E+11
1.41E-15,1.72425E-09,1.02073E+11
9.19E-16,1.93249E-09,1.19427E+11
1.08E-15,1.83458E-09,1.13068E+11
8.32E-16,2.22828E-09,1.16889E+11
7.08E-16,1.97077E-09,1.34737E+11
8.46E-16,2.01624E-09,1.21861E+11
1.18E-15,1.75714E-09,1.10529E+11
9.60E-16,1.97935E-09,1.15458E+11
1.08E-15,1.7746E-09,1.14963E+11
8.14E-16,1.9969E-09,1.24833E+11
1.09E-15,2.25528E-09,1.0151E+11
1.40E-15,1.72377E-09,1.02451E+11
5.22E-16,1.94062E-09,1.5813E+11
1.07E-15,2.2623E-09,1.02295E+11
8.44E-16,2.13001E-09,1.18702E+11
1.04E-15,1.71229E-09,1.19265E+11
1.38E-15,2.19375E-09,91471654543
1.34E-15,1.85582E-09,1.00925E+11
7.60E-16,1.79123E-09,1.36407E+11
1.32E-15,1.72251E-09,1.05549E+11
7.87E-16,1.84221E-09,1.32179E+11
1.34E-15,1.92467E-09,99103601318
1.28E-15,2.2764E-09,93237565024
1.04E-15,2.44894E-09,99727400255
1.21E-15,1.7148E-09,1.10489E+11
1.14E-15,2.09732E-09,1.02928E+11
1.43E-15,2.07884E-09,92308460051
2.82E-16,1.73568E-09,2.27489E+11
1.01E-15,1.84941E-09,1.16451E+11
1.06E-15,2.54726E-09,96856908845
1.23E-15,1.81082E-09,1.06642E+11
8.28E-16,1.73266E-09,1.32876E+11
1.09E-15,1.7732E-09,1.1448E+11
1.01E-15,2.15162E-09,1.07963E+11
9.82E-16,2.22822E-09,1.07593E+11
9.21E-16,2.49767E-09,1.04936E+11
1.39E-15,1.81563E-09,1.00184E+11
1.69E-15,2.17757E-09,82964183798
1.32E-15,1.71251E-09,1.05856E+11
5.84E-16,2.1899E-09,1.40735E+11
6.34E-16,2.53006E-09,1.25664E+11
9.72E-16,1.8448E-09,1.18854E+11
1.26E-15,1.89097E-09,1.03108E+11
1.59E-15,1.86109E-09,92520590075
1.26E-15,2.36595E-09,92179104971
9.25E-16,2.15537E-09,1.12717E+11
9.64E-16,1.80348E-09,1.20705E+11
1.31E-15,1.81649E-09,1.03174E+11
7.16E-16,1.84365E-09,1.38524E+11
1.29E-15,2.11912E-09,96260381337
5.62E-16,1.76103E-09,1.59981E+11
7.62E-16,2.5617E-09,1.13914E+11
9.75E-16,1.81244E-09,1.19725E+11
1.21E-15,1.88671E-09,1.05336E+11
6.57E-16,1.84532E-09,1.44545E+11
1.16E-15,2.22953E-09,98965706677
1.54E-15,1.91135E-09,92766258839
1.65E-15,2.36918E-09,80496939965
1.02E-15,2.56462E-09,98403139077
1.08E-15,1.94982E-09,1.09676E+11
6.92E-16,1.83268E-09,1.41327E+11
7.70E-16,1.74194E-09,1.37423E+11
1.08E-15,1.74793E-09,1.15837E+11
1.29E-15,1.7938E-09,1.04626E+11
1.12E-15,1.74263E-09,1.13922E+11
1.79E-15,2.16428E-09,80860625168
1.51E-15,2.32273E-09,84983040908
5.08E-16,1.86697E-09,1.63425E+11
9.96E-16,1.94354E-09,1.14391E+11
9.90E-16,2.0253E-09,1.12398E+11
7.86E-16,2.36264E-09,1.16791E+11
1.19E-15,2.53395E-09,91653176047
8.17E-16,1.95841E-09,1.25822E+11
1.24E-15,1.83285E-09,1.05571E+11
5.20E-16,2.496E-09,1.397E+11
7.88E-16,1.79297E-09,1.33897E+11
9.73E-16,2.36895E-09,1.0483E+11
7.52E-16,1.7461E-09,1.38892E+11
1.12E-15,2.04019E-09,1.05287E+11
1.34E-15,2.33434E-09,89988135280
1.10E-15,2.69923E-09,92364275567
1.11E-15,2.60464E-09,93601865385
8.61E-16,1.84699E-09,1.26208E+11
9.10E-16,2.22707E-09,1.11798E+11
7.48E-16,2.46613E-09,1.17182E+11
1.14E-15,1.8372E-09,1.09974E+11
7.89E-16,2.53651E-09,1.12503E+11
8.80E-16,2.33648E-09,1.10994E+11
1.46E-15,2.18875E-09,89031980127
9.10E-16,2.37416E-09,1.08279E+11
1.12E-15,1.7541E-09,1.13549E+11
8.26E-16,1.88911E-09,1.27409E+11
1.41E-15,1.76709E-09,1.00828E+11
7.00E-16,1.99792E-09,1.34581E+11
